data,UTC,TEMP_MAX ,TEMP_MIN,temp
2021/04/10,2300 UTC,22.4,21.6,
2021/04/11,0000 UTC,21.6,21.1,
2021/04/11,0100 UTC,21.2,20.7,
2021/04/11,0200 UTC,21,20.1,
2021/04/11,0300 UTC,20.4,19.3,
2021/04/11,0400 UTC,19.4,18.8,
2021/04/11,0500 UTC,18.9,18.3,
2021/04/11,0600 UTC,18.8,18.3,
2021/04/11,0700 UTC,18.9,18.3,
2021/04/11,0800 UTC,18.5,17.3,
2021/04/11,0900 UTC,17.6,17,
2021-04-11,1000 UTC,17.5,16.8,17.15
2021/04/11,1100 UTC,21,17.4,
2021/04/11,1200 UTC,23.6,20.3,
2021/04/11,1300 UTC,25.2,22.5,
2021/04/11,1400 UTC,26.4,24.8,
2021/04/11,1500 UTC,26.4,24.7,
2021/04/11,1600 UTC,27.2,26.1,
2021/04/11,1700 UTC,28.5,26.8,
2021/04/11,1800 UTC,28.5,27.2,
2021/04/11,1900 UTC,28.2,27.2,
2021/04/11,2000 UTC,27.9,27,
2021/04/11,2100 UTC,27.4,25.7,
2021/04/11,2200 UTC,25.7,24.5,
2021/04/11,2300 UTC,24.6,23.7,
2021/04/12,0000 UTC,24,23.5,
2021/04/12,0100 UTC,23.6,23,
2021/04/12,0200 UTC,23.2,22.3,
2021/04/12,0300 UTC,22.6,21.6,
2021/04/12,0400 UTC,21.9,21.4,
2021/04/12,0500 UTC,21.4,19.8,
2021/04/12,0600 UTC,21.2,20.4,
2021/04/12,0700 UTC,21.1,20.2,
2021/04/12,0800 UTC,20.6,19.9,
2021/04/12,0900 UTC,20.8,20,
2021-04-12,1000 UTC,20.6,19.1,19.85
2021/04/12,1100 UTC,22.3,20,
2021/04/12,1200 UTC,23.8,21.6,
2021/04/12,1300 UTC,26.4,23.8,
2021/04/12,1400 UTC,26.9,25.8,
2021/04/12,1500 UTC,28.8,26.7,
2021/04/12,1600 UTC,29.1,27.4,
2021/04/12,1700 UTC,29.7,26.4,
2021/04/12,1800 UTC,27.4,26,
2021/04/12,1900 UTC,27.5,25.8,
2021/04/12,2000 UTC,26.2,23.6,
2021/04/12,2100 UTC,23.6,22.3,
2021/04/12,2200 UTC,22.3,21.9,
2021/04/12,2300 UTC,21.9,21.5,
2021/04/13,0000 UTC,21.5,21.1,
2021/04/13,0100 UTC,21.1,19.7,
2021/04/13,0200 UTC,19.9,19.7,
2021/04/13,0300 UTC,20,19.7,
2021/04/13,0400 UTC,20,19.9,
2021/04/13,0500 UTC,19.9,18.9,
2021/04/13,0600 UTC,19.2,18.5,
2021/04/13,0700 UTC,18.8,18.3,
2021/04/13,0800 UTC,18.4,18.1,
2021/04/13,0900 UTC,18.4,18.1,
2021-04-13,1000 UTC,18.2,17.9,18.05
2021/04/13,1100 UTC,18.5,17.4,
2021/04/13,1200 UTC,22.2,17.9,
2021/04/13,1300 UTC,22.8,21.4,
2021/04/13,1400 UTC,21.9,18.7,
2021/04/13,1500 UTC,20.9,18.6,
2021/04/13,1600 UTC,21.3,20.4,
2021/04/13,1700 UTC,21.5,20.5,
2021/04/13,1800 UTC,20.6,19.4,
2021/04/13,1900 UTC,20.8,20,
2021/04/13,2000 UTC,20.6,18.7,
2021/04/13,2100 UTC,18.9,18.6,
2021/04/13,2200 UTC,18.8,18.7,
2021/04/13,2300 UTC,18.8,18.3,
2021/04/14,0000 UTC,18.5,18.2,
2021/04/14,0100 UTC,18.3,17,
2021/04/14,0200 UTC,17.1,16.7,
2021/04/14,0300 UTC,17.5,17.1,
2021/04/14,0400 UTC,17.4,17.3,
2021/04/14,0500 UTC,17.4,17.2,
2021/04/14,0600 UTC,17.2,16.6,
2021/04/14,0700 UTC,16.6,16.5,
2021/04/14,0800 UTC,16.6,16.5,
2021/04/14,0900 UTC,16.5,16,
2021-04-14,1000 UTC,16.1,16,16.05
2021/04/14,1100 UTC,17.1,16.1,
2021/04/14,1200 UTC,19.7,17.1,
2021/04/14,1300 UTC,20.3,18.4,
2021/04/14,1400 UTC,21.3,19.5,
2021/04/14,1500 UTC,22.9,21,
2021/04/14,1600 UTC,24.1,22,
2021/04/14,1700 UTC,24.5,22.8,
2021/04/14,1800 UTC,24.3,22.4,
2021/04/14,1900 UTC,22.8,21.1,
2021/04/14,2000 UTC,21.4,20.2,
2021/04/14,2100 UTC,20.2,18.7,
2021/04/14,2200 UTC,18.7,18.5,
2021/04/14,2300 UTC,18.5,18.2,
2021/04/15,0000 UTC,18.3,17.8,
2021/04/15,0100 UTC,17.9,17.6,
2021/04/15,0200 UTC,17.9,17.5,
2021/04/15,0300 UTC,17.6,17.2,
2021/04/15,0400 UTC,17.3,17.2,
2021/04/15,0500 UTC,17.3,17.1,
2021/04/15,0600 UTC,17.4,17.2,
2021/04/15,0700 UTC,17.3,17.2,
2021/04/15,0800 UTC,17.3,17.2,
2021/04/15,0900 UTC,17.3,17.2,
2021-04-15,1000 UTC,17.7,17.3,17.5
2021/04/15,1100 UTC,18.1,17.6,
2021/04/15,1200 UTC,19.5,18,
2021/04/15,1300 UTC,21.1,18.9,
2021/04/15,1400 UTC,22,19.6,
2021/04/15,1500 UTC,23.6,21.3,
2021/04/15,1600 UTC,24.5,22.4,
2021/04/15,1700 UTC,25.7,23.8,
2021/04/15,1800 UTC,25.5,24,
2021/04/15,1900 UTC,25.4,24.1,
2021/04/15,2000 UTC,24.2,22.2,
2021/04/15,2100 UTC,22.2,19.9,
2021/04/15,2200 UTC,19.9,19.4,
2021/04/15,2300 UTC,19.5,19,
2021/04/16,0000 UTC,19,18.6,
2021/04/16,0100 UTC,18.7,18.2,
2021/04/16,0200 UTC,18.2,17.8,
2021/04/16,0300 UTC,17.8,17.4,
2021/04/16,0400 UTC,17.4,17,
2021/04/16,0500 UTC,17.1,16.9,
2021/04/16,0600 UTC,17.2,16.8,
2021/04/16,0700 UTC,16.8,16.4,
2021/04/16,0800 UTC,16.7,16.4,
2021/04/16,0900 UTC,16.7,16.4,
2021-04-16,1000 UTC,16.7,16.4,16.55
2021/04/16,1100 UTC,17.4,16.6,
2021/04/16,1200 UTC,18.6,17.4,
2021/04/16,1300 UTC,20.3,17.6,
2021/04/16,1400 UTC,22,19.5,
2021/04/16,1500 UTC,23.9,21.4,
2021/04/16,1600 UTC,25.6,22.8,
2021/04/16,1700 UTC,25.9,24.4,
2021/04/16,1800 UTC,25.4,24.3,
2021/04/16,1900 UTC,25,24.3,
2021/04/16,2000 UTC,24.4,23.9,
2021/04/16,2100 UTC,24,23,
2021/04/16,2200 UTC,23,21.6,
2021/04/16,2300 UTC,21.6,20.8,
2021/04/17,0000 UTC,20.9,20.2,
2021/04/17,0100 UTC,20.3,20.1,
2021/04/17,0200 UTC,20.4,19.5,
2021/04/17,0300 UTC,19.5,19.2,
2021/04/17,0400 UTC,19.2,18.7,
2021/04/17,0500 UTC,18.8,18.3,
2021/04/17,0600 UTC,18.6,18.3,
2021/04/17,0700 UTC,18.5,18.1,
2021/04/17,0800 UTC,18.2,17.6,
2021/04/17,0900 UTC,17.7,17.5,
2021-04-17,1000 UTC,17.6,17.4,17.5
2021/04/17,1100 UTC,20,17.5,
2021/04/17,1200 UTC,21.6,19.3,
2021/04/17,1300 UTC,22.1,20.9,
2021/04/17,1400 UTC,24.1,22,
2021/04/17,1500 UTC,25.2,23.1,
2021/04/17,1600 UTC,24.1,23.4,
2021/04/17,1700 UTC,24.2,23.5,
2021/04/17,1800 UTC,25,23.7,
2021/04/17,1900 UTC,25,23.9,
2021/04/17,2000 UTC,24,21.8,
2021/04/17,2100 UTC,22,21.4,
2021/04/17,2200 UTC,22.2,20.6,
2021/04/17,2300 UTC,20.6,19.4,
2021/04/18,0000 UTC,20.2,19.6,
2021/04/18,0100 UTC,20.2,19.8,
2021/04/18,0200 UTC,19.8,19.4,
2021/04/18,0300 UTC,19.4,18.7,
2021/04/18,0400 UTC,18.7,16.8,
2021/04/18,0500 UTC,17.2,16.7,
2021/04/18,0600 UTC,17.3,16.8,
2021/04/18,0700 UTC,17.4,17.2,
2021/04/18,0800 UTC,17.5,17.3,
2021/04/18,0900 UTC,17.5,17.2,
2021-04-18,1000 UTC,17.7,17.3,17.5
2021/04/18,1100 UTC,18.2,17.7,
2021/04/18,1200 UTC,19.8,18.1,
2021/04/18,1300 UTC,22,19.6,
2021/04/18,1400 UTC,22.8,21.3,
2021/04/18,1500 UTC,24.3,21.6,
2021/04/18,1600 UTC,25.7,23.2,
2021/04/18,1700 UTC,23.9,19.5,
2021/04/18,1800 UTC,24.6,21.6,
2021/04/18,1900 UTC,22.3,20.5,
2021/04/18,2000 UTC,22.4,21.5,
2021/04/18,2100 UTC,21.5,19.8,
2021/04/18,2200 UTC,19.9,19,
2021/04/18,2300 UTC,19,18.7,
2021/04/19,0000 UTC,18.7,17.9,
2021/04/19,0100 UTC,18,17.5,
2021/04/19,0200 UTC,17.5,17.3,
2021/04/19,0300 UTC,17.5,17.4,
2021/04/19,0400 UTC,17.5,16.9,
2021/04/19,0500 UTC,17.1,16.7,
2021/04/19,0600 UTC,17.1,16.6,
2021/04/19,0700 UTC,16.9,16.7,
2021/04/19,0800 UTC,16.9,16.5,
2021/04/19,0900 UTC,17.1,16.6,
2021-04-19,1000 UTC,17,16.6,16.8
2021/04/19,1100 UTC,18.5,16.5,
2021/04/19,1200 UTC,19.2,18.3,
2021/04/19,1300 UTC,20.4,18.4,
2021/04/19,1400 UTC,20.5,17.4,
2021/04/19,1500 UTC,21.1,19.7,
2021/04/19,1600 UTC,22.6,20.3,
2021/04/19,1700 UTC,22.7,20.2,
2021/04/19,1800 UTC,23.5,21.6,
2021/04/19,1900 UTC,21.8,20.4,
2021/04/19,2000 UTC,20.4,18.7,
2021/04/19,2100 UTC,18.7,17.7,
2021/04/19,2200 UTC,18,17.3,
2021/04/19,2300 UTC,17.3,16.7,
2021/04/20,0000 UTC,17.1,16.8,
2021/04/20,0100 UTC,17.2,16.8,
2021/04/20,0200 UTC,17.1,16.8,
2021/04/20,0300 UTC,16.9,16.6,
2021/04/20,0400 UTC,16.8,16.1,
2021/04/20,0500 UTC,16.2,15.8,
2021/04/20,0600 UTC,16.4,15.8,
2021/04/20,0700 UTC,16.6,16,
2021/04/20,0800 UTC,16.2,16,
2021/04/20,0900 UTC,16.4,16.1,
2021-04-20,1000 UTC,16.6,16.1,16.35
2021/04/20,1100 UTC,17.3,16.6,
2021/04/20,1200 UTC,18.7,17.2,
2021/04/20,1300 UTC,21.2,18.2,
2021/04/20,1400 UTC,21.9,20.1,
2021/04/20,1500 UTC,23,20.8,
2021/04/20,1600 UTC,22.8,19.9,
2021/04/20,1700 UTC,22.7,19.8,
2021/04/20,1800 UTC,22.1,19.4,
2021/04/20,1900 UTC,22.3,20.2,
2021/04/20,2000 UTC,21.1,19.9,
2021/04/20,2100 UTC,20.2,18.5,
2021/04/20,2200 UTC,18.5,18,
2021/04/20,2300 UTC,18,17.2,
2021/04/21,0000 UTC,17.3,17,
2021/04/21,0100 UTC,17.2,16.8,
2021/04/21,0200 UTC,17.2,16.7,
2021/04/21,0300 UTC,17.2,16.5,
2021/04/21,0400 UTC,16.7,16.3,
2021/04/21,0500 UTC,16.7,16.2,
2021/04/21,0600 UTC,16.3,15.9,
2021/04/21,0700 UTC,16.2,15.9,
2021/04/21,0800 UTC,16.4,16,
2021/04/21,0900 UTC,16.5,16.2,
2021-04-21,1000 UTC,16.7,16.3,16.5
2021/04/21,1100 UTC,18.2,16.6,
2021/04/21,1200 UTC,18.3,17.8,
2021/04/21,1300 UTC,19.5,17.9,
2021/04/21,1400 UTC,21.5,18.7,
2021/04/21,1500 UTC,20.9,18.9,
2021/04/21,1600 UTC,22,19.4,
2021/04/21,1700 UTC,23.8,21.6,
2021/04/21,1800 UTC,24,21.8,
2021/04/21,1900 UTC,22.8,21.5,
2021/04/21,2000 UTC,21.5,19.7,
2021/04/21,2100 UTC,20,19.2,
2021/04/21,2200 UTC,19.2,18.3,
2021/04/21,2300 UTC,18.5,17.7,
2021/04/22,0000 UTC,17.8,17.5,
2021/04/22,0100 UTC,17.8,17.5,
2021/04/22,0200 UTC,17.7,17.4,
2021/04/22,0300 UTC,17.4,17,
2021/04/22,0400 UTC,17.2,16.5,
2021/04/22,0500 UTC,16.5,16.3,
2021/04/22,0600 UTC,16.4,16.1,
2021/04/22,0700 UTC,16.1,15.9,
2021/04/22,0800 UTC,16.3,16.1,
2021/04/22,0900 UTC,16.3,16,
2021-04-22,1000 UTC,16.6,16.2,16.4
2021/04/22,1100 UTC,18.7,16.6,
2021/04/22,1200 UTC,18.4,17.8,
2021/04/22,1300 UTC,18.4,17.2,
2021/04/22,1400 UTC,18.9,16.2,
2021/04/22,1500 UTC,16.8,15.7,
2021/04/22,1600 UTC,17.9,15.9,
2021/04/22,1700 UTC,18,16.4,
2021/04/22,1800 UTC,19,16.7,
2021/04/22,1900 UTC,18.9,18,
2021/04/22,2000 UTC,18.8,18.2,
2021/04/22,2100 UTC,18.2,16.9,
2021/04/22,2200 UTC,16.9,16.1,
2021/04/22,2300 UTC,16.1,15.8,
2021/04/23,0000 UTC,15.9,15.7,
2021/04/23,0100 UTC,15.7,15.4,
2021/04/23,0200 UTC,15.5,15.1,
2021/04/23,0300 UTC,15.5,15,
2021/04/23,0400 UTC,15.6,15.5,
2021/04/23,0500 UTC,15.5,14.4,
2021/04/23,0600 UTC,14.6,14.4,
2021/04/23,0700 UTC,14.9,14.5,
2021/04/23,0800 UTC,14.9,14.4,
2021/04/23,0900 UTC,14.9,14.6,
2021-04-23,1000 UTC,15.2,14.5,14.85
2021/04/23,1100 UTC,16.5,14.9,
2021/04/23,1200 UTC,17,15.8,
2021/04/23,1300 UTC,19.4,16.9,
2021/04/23,1400 UTC,20.3,18.2,
2021/04/23,1500 UTC,22.2,19.7,
2021/04/23,1600 UTC,23.4,21.5,
2021/04/23,1700 UTC,24.7,22.2,
2021/04/23,1800 UTC,24.5,23.5,
2021/04/23,1900 UTC,24.9,22,
2021/04/23,2000 UTC,22.5,20.6,
2021/04/23,2100 UTC,20.6,19.2,
2021/04/23,2200 UTC,19.2,18.4,
2021/04/23,2300 UTC,18.4,18,
2021/04/24,0000 UTC,18,17.5,
2021/04/24,0100 UTC,17.8,17.3,
2021/04/24,0200 UTC,17.4,17,
2021/04/24,0300 UTC,17.5,16.9,
2021/04/24,0400 UTC,17.4,17.3,
2021/04/24,0500 UTC,17.3,17,
2021/04/24,0600 UTC,17.2,17,
2021/04/24,0700 UTC,17.2,17.1,
2021/04/24,0800 UTC,17.4,17.1,
2021/04/24,0900 UTC,17.4,17.1,
2021-04-24,1000 UTC,17.3,17,17.15
2021/04/24,1100 UTC,19.2,17.3,
2021/04/24,1200 UTC,21.1,18.3,
2021/04/24,1300 UTC,21.7,20.1,
2021/04/24,1400 UTC,22.5,20.5,
2021/04/24,1500 UTC,24.1,22.2,
2021/04/24,1600 UTC,25.1,23.7,
2021/04/24,1700 UTC,26.3,24.7,
2021/04/24,1800 UTC,27,25.6,
2021/04/24,1900 UTC,26.6,25.5,
2021/04/24,2000 UTC,26.7,25.4,
2021/04/24,2100 UTC,25.4,20.5,
2021/04/24,2200 UTC,20.5,19.6,
2021/04/24,2300 UTC,19.8,19.5,
2021/04/25,0000 UTC,19.9,19.6,
2021/04/25,0100 UTC,19.6,19.1,
2021/04/25,0200 UTC,19.2,18.9,
2021/04/25,0300 UTC,18.9,18.2,
2021/04/25,0400 UTC,18.3,17.7,
2021/04/25,0500 UTC,17.9,17.5,
2021/04/25,0600 UTC,17.8,17.1,
2021/04/25,0700 UTC,17.2,16.6,
2021/04/25,0800 UTC,16.8,16.3,
2021/04/25,0900 UTC,16.5,16.1,
2021-04-25,1000 UTC,16.4,15.9,16.15
2021/04/25,1100 UTC,19,16.2,
2021/04/25,1200 UTC,20.9,17.9,
2021/04/25,1300 UTC,22.4,19.5,
2021/04/25,1400 UTC,24.7,22.4,
2021/04/25,1500 UTC,25.8,24.4,
2021/04/25,1600 UTC,27,24.9,
2021/04/25,1700 UTC,27.6,26.3,
2021/04/25,1800 UTC,28.1,26.6,
2021/04/25,1900 UTC,28.1,26.2,
2021/04/25,2000 UTC,27.3,23,
2021/04/25,2100 UTC,23.1,22.2,
2021/04/25,2200 UTC,22.2,21.8,
2021/04/25,2300 UTC,21.8,21.5,
2021/04/26,0000 UTC,21.8,21.4,
2021/04/26,0100 UTC,21.7,20.9,
2021/04/26,0200 UTC,21,20.7,
2021/04/26,0300 UTC,20.9,20.5,
2021/04/26,0400 UTC,20.7,20,
2021/04/26,0500 UTC,20.1,19.7,
2021/04/26,0600 UTC,19.9,19.5,
2021/04/26,0700 UTC,19.5,19,
2021/04/26,0800 UTC,19,18.5,
2021/04/26,0900 UTC,18.6,18.2,
2021-04-26,1000 UTC,18.9,18.2,18.55
2021/04/26,1100 UTC,19.5,18.8,
2021/04/26,1200 UTC,20.4,19.4,
2021/04/26,1300 UTC,21.5,20,
2021/04/26,1400 UTC,22.8,21.2,
2021/04/26,1500 UTC,24.6,21.9,
2021/04/26,1600 UTC,26.1,23.6,
2021/04/26,1700 UTC,26,24.8,
2021/04/26,1800 UTC,25.4,21.7,
2021/04/26,1900 UTC,23.5,22,
2021/04/26,2000 UTC,23.1,20,
2021/04/26,2100 UTC,20,19.5,
2021/04/26,2200 UTC,19.9,19.6,
2021/04/26,2300 UTC,19.9,19.8,
2021/04/27,0000 UTC,19.8,19.5,
2021/04/27,0100 UTC,19.6,19.3,
2021/04/27,0200 UTC,19.4,18.9,
2021/04/27,0300 UTC,19.1,18.9,
2021/04/27,0400 UTC,19.1,18.9,
2021/04/27,0500 UTC,18.9,18.8,
2021/04/27,0600 UTC,18.8,18.4,
2021/04/27,0700 UTC,18.6,18.3,
2021/04/27,0800 UTC,18.6,18.4,
2021/04/27,0900 UTC,18.8,18.5,
2021-04-27,1000 UTC,19,18.7,18.85
2021/04/27,1100 UTC,19.4,18.9,
2021/04/27,1200 UTC,20.9,18.9,
2021/04/27,1300 UTC,20.9,20.1,
2021/04/27,1400 UTC,21.8,20.7,
2021/04/27,1500 UTC,22.5,21,
2021/04/27,1600 UTC,22.7,21.6,
2021/04/27,1700 UTC,22.9,21.2,
2021/04/27,1800 UTC,22.3,20.9,
2021/04/27,1900 UTC,22.4,21.5,
2021/04/27,2000 UTC,21.5,20,
2021/04/27,2100 UTC,20,19.1,
2021/04/27,2200 UTC,19.1,18.8,
2021/04/27,2300 UTC,18.8,18.2,
2021/04/28,0000 UTC,18.4,17.7,
2021/04/28,0100 UTC,17.7,17.2,
2021/04/28,0200 UTC,17.7,17.4,
2021/04/28,0300 UTC,17.6,17,
2021/04/28,0400 UTC,17.4,17,
2021/04/28,0500 UTC,17.3,17.1,
2021/04/28,0600 UTC,17.2,16.7,
2021/04/28,0700 UTC,17.1,16.7,
2021/04/28,0800 UTC,17,16.6,
2021/04/28,0900 UTC,16.9,16.6,
2021-04-28,1000 UTC,17,16.7,16.85
2021/04/28,1100 UTC,18,16.9,
2021/04/28,1200 UTC,20,17.8,
2021/04/28,1300 UTC,21.1,19,
2021/04/28,1400 UTC,22.1,20.1,
2021/04/28,1500 UTC,23.8,21.6,
2021/04/28,1600 UTC,25,23,
2021/04/28,1700 UTC,24.6,23,
2021/04/28,1800 UTC,23.9,22.2,
2021/04/28,1900 UTC,22.3,21,
2021/04/28,2000 UTC,21.1,20.1,
2021/04/28,2100 UTC,20.1,18.7,
2021/04/28,2200 UTC,18.6,17.9,
2021/04/28,2300 UTC,18.1,17.4,
2021/04/29,0000 UTC,17.6,17.1,
2021/04/29,0100 UTC,17.4,17.2,
2021/04/29,0200 UTC,17.3,16.4,
2021/04/29,0300 UTC,16.4,15.7,
2021/04/29,0400 UTC,16.1,15.7,
2021/04/29,0500 UTC,16.2,15.9,
2021/04/29,0600 UTC,15.9,15.4,
2021/04/29,0700 UTC,15.4,14.7,
2021/04/29,0800 UTC,14.8,14.3,
2021/04/29,0900 UTC,14.5,14.1,
2021-04-29,1000 UTC,14.6,14.2,14.4
2021/04/29,1100 UTC,16.7,14.6,
2021/04/29,1200 UTC,18.2,16.4,
2021/04/29,1300 UTC,18.8,16.8,
2021/04/29,1400 UTC,18.8,17.9,
2021/04/29,1500 UTC,21.1,18.8,
2021/04/29,1600 UTC,21.8,19.4,
2021/04/29,1700 UTC,23,20.8,
2021/04/29,1800 UTC,23.2,20.6,
2021/04/29,1900 UTC,22,20.1,
2021/04/29,2000 UTC,20.4,18.2,
2021/04/29,2100 UTC,18.2,17.3,
2021/04/29,2200 UTC,17.3,16.7,
2021/04/29,2300 UTC,16.8,16.5,
2021/04/30,0000 UTC,16.6,16.2,
2021/04/30,0100 UTC,16.3,16.1,
2021/04/30,0200 UTC,16.4,16.2,
2021/04/30,0300 UTC,16.3,15.7,
2021/04/30,0400 UTC,16.1,15.3,
2021/04/30,0500 UTC,15.3,14.1,
2021/04/30,0600 UTC,15.1,14.5,
2021/04/30,0700 UTC,15.5,15.1,
2021/04/30,0800 UTC,15.5,15.4,
2021/04/30,0900 UTC,15.4,15.3,
2021-04-30,1000 UTC,15.6,15.2,15.4
2021/04/30,1100 UTC,16.7,15.5,
2021/04/30,1200 UTC,18.3,16.8,
2021/04/30,1300 UTC,20.2,17.7,
2021/04/30,1400 UTC,19.6,18.6,
2021/04/30,1500 UTC,21.5,19.5,
2021/04/30,1600 UTC,22.7,20.1,
2021/04/30,1700 UTC,22.6,20.5,
2021/04/30,1800 UTC,22.7,21.6,
2021/04/30,1900 UTC,22.4,20.8,
2021/04/30,2000 UTC,21.4,19.5,
2021/04/30,2100 UTC,19.5,17.6,
2021/04/30,2200 UTC,17.6,16.8,
2021/04/30,2300 UTC,16.8,16.4,
2021/05/01,0000 UTC,16.6,16.2,
2021/05/01,0100 UTC,16.3,15.8,
2021/05/01,0200 UTC,15.9,15.5,
2021/05/01,0300 UTC,15.7,15.5,
2021/05/01,0400 UTC,15.6,15.4,
2021/05/01,0500 UTC,15.4,15.2,
2021/05/01,0600 UTC,15.3,15,
2021/05/01,0700 UTC,15,14.5,
2021/05/01,0800 UTC,14.5,14.1,
2021/05/01,0900 UTC,14.1,13.9,
2021-05-01,1000 UTC,14.2,14,14.1
2021/05/01,1100 UTC,15.3,14.2,
2021/05/01,1200 UTC,17.6,15.2,
2021/05/01,1300 UTC,19.3,17.4,
2021/05/01,1400 UTC,20.7,18.4,
2021/05/01,1500 UTC,21.9,20.1,
2021/05/01,1600 UTC,22.5,20.9,
2021/05/01,1700 UTC,23.4,21.9,
2021/05/01,1800 UTC,24.2,22.2,
2021/05/01,1900 UTC,24.2,23,
2021/05/01,2000 UTC,23,20.4,
2021/05/01,2100 UTC,20.4,18.5,
2021/05/01,2200 UTC,18.5,17.6,
2021/05/01,2300 UTC,17.6,17.1,
2021/05/02,0000 UTC,17.2,17.1,
2021/05/02,0100 UTC,17.3,17.1,
2021/05/02,0200 UTC,17.2,16.6,
2021/05/02,0300 UTC,16.7,16.4,
2021/05/02,0400 UTC,16.4,15.9,
2021/05/02,0500 UTC,16.5,16.3,
2021/05/02,0600 UTC,16.6,16.3,
2021/05/02,0700 UTC,16.4,16,
2021/05/02,0800 UTC,16.1,15.7,
2021/05/02,0900 UTC,15.9,15.5,
2021-05-02,1000 UTC,15.6,15.3,15.45
2021/05/02,1100 UTC,16.7,15.6,
2021/05/02,1200 UTC,18.3,16.4,
2021/05/02,1300 UTC,20.2,17.8,
2021/05/02,1400 UTC,22.3,19.8,
2021/05/02,1500 UTC,23.3,21.6,
2021/05/02,1600 UTC,24.4,23,
2021/05/02,1700 UTC,25.1,23.5,
2021/05/02,1800 UTC,25.6,23.8,
2021/05/02,1900 UTC,25.4,24.1,
2021/05/02,2000 UTC,25.2,22.8,
2021/05/02,2100 UTC,22.8,19.6,
2021/05/02,2200 UTC,19.6,18.3,
2021/05/02,2300 UTC,18.3,17.6,
2021/05/03,0000 UTC,17.6,17.1,
2021/05/03,0100 UTC,17.4,16.8,
2021/05/03,0200 UTC,16.9,16.6,
2021/05/03,0300 UTC,16.8,16.4,
2021/05/03,0400 UTC,16.4,15.7,
2021/05/03,0500 UTC,15.7,15.2,
2021/05/03,0600 UTC,15.5,15.3,
2021/05/03,0700 UTC,15.4,15,
2021/05/03,0800 UTC,15.1,14.7,
2021/05/03,0900 UTC,14.7,14.4,
2021-05-03,1000 UTC,14.4,14.1,14.25
2021/05/03,1100 UTC,14.4,13.9,
2021/05/03,1200 UTC,15.8,14.4,
2021/05/03,1300 UTC,18.9,15.7,
2021/05/03,1400 UTC,21.6,18.9,
2021/05/03,1500 UTC,23.5,21.2,
2021/05/03,1600 UTC,25.6,22.7,
2021/05/03,1700 UTC,26.4,23.7,
2021/05/03,1800 UTC,26.6,25.4,
2021/05/03,1900 UTC,26.7,25.5,
2021/05/03,2000 UTC,26.2,22.3,
2021/05/03,2100 UTC,22.3,20.1,
2021/05/03,2200 UTC,20.1,19.2,
2021/05/03,2300 UTC,19.2,18.4,
2021/05/04,0000 UTC,18.4,18,
2021/05/04,0100 UTC,18,17.3,
2021/05/04,0200 UTC,17.5,17,
2021/05/04,0300 UTC,17.2,16.8,
2021/05/04,0400 UTC,16.9,16.5,
2021/05/04,0500 UTC,16.6,16.1,
2021/05/04,0600 UTC,16.1,15.9,
2021/05/04,0700 UTC,16.1,15.5,
2021/05/04,0800 UTC,15.5,15.2,
2021/05/04,0900 UTC,15.3,14.8,
2021-05-04,1000 UTC,15,14.7,14.85
2021/05/04,1100 UTC,16.4,15,
2021/05/04,1200 UTC,19.1,16.3,
2021/05/04,1300 UTC,22.1,18.6,
2021/05/04,1400 UTC,24.6,22,
2021/05/04,1500 UTC,25.5,24.1,
2021/05/04,1600 UTC,26.3,25.4,
2021/05/04,1700 UTC,27.3,25.7,
2021/05/04,1800 UTC,27.5,26.4,
2021/05/04,1900 UTC,27.2,26.4,
2021/05/04,2000 UTC,26.7,25.1,
2021/05/04,2100 UTC,25.1,23.7,
2021/05/04,2200 UTC,23.7,22.7,
2021/05/04,2300 UTC,22.7,21.9,
2021/05/05,0000 UTC,22,20.7,
2021/05/05,0100 UTC,21.4,20.1,
2021/05/05,0200 UTC,20.3,19.4,
2021/05/05,0300 UTC,19.6,18.8,
2021/05/05,0400 UTC,18.9,18.1,
2021/05/05,0500 UTC,18.3,17.6,
2021/05/05,0600 UTC,17.9,17.3,
2021/05/05,0700 UTC,17.4,16.7,
2021/05/05,0800 UTC,16.7,16.1,
2021/05/05,0900 UTC,16.5,16,
2021-05-05,1000 UTC,16.4,16.1,16.25
2021/05/05,1100 UTC,19.7,16.2,
2021/05/05,1200 UTC,21.3,19.4,
2021/05/05,1300 UTC,24.1,21,
2021/05/05,1400 UTC,26.2,23.6,
2021/05/05,1500 UTC,26.7,25.4,
2021/05/05,1600 UTC,27.4,25.7,
2021/05/05,1700 UTC,28.3,26.5,
2021/05/05,1800 UTC,28.4,27.3,
2021/05/05,1900 UTC,27.8,27.1,
2021/05/05,2000 UTC,27.4,22.7,
2021/05/05,2100 UTC,22.7,21,
2021/05/05,2200 UTC,21,19.9,
2021/05/05,2300 UTC,19.9,19.4,
2021/05/06,0000 UTC,19.4,19,
2021/05/06,0100 UTC,19.1,18.7,
2021/05/06,0200 UTC,18.8,18.2,
2021/05/06,0300 UTC,18.3,17.7,
2021/05/06,0400 UTC,18.1,17.4,
2021/05/06,0500 UTC,17.6,17,
2021/05/06,0600 UTC,17.2,16.6,
2021/05/06,0700 UTC,16.8,16.5,
2021/05/06,0800 UTC,16.5,16.1,
2021/05/06,0900 UTC,16.2,15.9,
2021-05-06,1000 UTC,16.2,16,16.1
2021/05/06,1100 UTC,16.8,15.9,
2021/05/06,1200 UTC,19.8,16.6,
