data,UTC,TEMP_MAX ,TEMP_MIN,temp
2021/01/26,1400 UTC,26,25.1,
2021/01/26,1500 UTC,29.1,26,
2021/01/26,1600 UTC,30.2,28.2,
2021/01/26,1700 UTC,30.3,29,
2021/01/26,1800 UTC,30,28.7,
2021/01/26,1900 UTC,30.5,28.8,
2021/01/26,2000 UTC,30.5,26.6,
2021/01/26,2100 UTC,26.7,25.5,
2021/01/26,2200 UTC,25.7,25.2,
2021/01/26,2300 UTC,25.2,23.5,
2021/01/27,0000 UTC,23.5,23.2,
2021/01/27,0100 UTC,23.3,23.2,
2021/01/27,0200 UTC,23.3,22.9,
2021/01/27,0300 UTC,23,22.5,
2021/01/27,0400 UTC,22.7,22.2,
2021/01/27,0500 UTC,22.3,21.8,
2021/01/27,0600 UTC,21.9,21.4,
2021/01/27,0700 UTC,21.6,20.8,
2021/01/27,0800 UTC,21.1,20.7,
2021/01/27,0900 UTC,21.4,20.8,
2021-01-27,1000 UTC,24.1,21.4,22.75
2021/01/27,1100 UTC,26.3,24,
2021/01/27,1200 UTC,27.4,26.1,
2021/01/27,1300 UTC,28.1,26.8,
2021/01/27,1400 UTC,29.2,27.7,
2021/01/27,1500 UTC,29.5,28.4,
2021/01/27,1600 UTC,30.4,28.8,
2021/01/27,1700 UTC,31.1,29.4,
2021/01/27,1800 UTC,31.4,30.1,
2021/01/27,1900 UTC,31.7,30.6,
2021/01/27,2000 UTC,31.3,30.6,
2021/01/27,2100 UTC,31.2,30.1,
2021/01/27,2200 UTC,30.1,28.8,
2021/01/27,2300 UTC,28.7,27.9,
2021/01/28,0000 UTC,27.9,27.3,
2021/01/28,0100 UTC,27.4,26.3,
2021/01/28,0200 UTC,26.4,25.7,
2021/01/28,0300 UTC,26,25.4,
2021/01/28,0400 UTC,25.6,24.8,
2021/01/28,0500 UTC,25.1,24.7,
2021/01/28,0600 UTC,25.3,19.7,
2021/01/28,0700 UTC,19.9,19.4,
2021/01/28,0800 UTC,20.4,19.4,
2021/01/28,0900 UTC,20.7,20,
2021-01-28,1000 UTC,21.7,20.5,21.1
2021/01/28,1100 UTC,24,21.7,
2021/01/28,1200 UTC,24.9,23.6,
2021/01/28,1300 UTC,26.2,24.1,
2021/01/28,1400 UTC,28.1,25.8,
2021/01/28,1500 UTC,29.4,26.8,
2021/01/28,1600 UTC,30.1,28.3,
2021/01/28,1700 UTC,30.7,29.2,
2021/01/28,1800 UTC,31,29.5,
2021/01/28,1900 UTC,31.9,30.4,
2021/01/28,2000 UTC,31.2,30,
2021/01/28,2100 UTC,31,24.9,
2021/01/28,2200 UTC,25,24.8,
2021/01/28,2300 UTC,25.1,24.7,
2021/01/29,0000 UTC,25.4,24.9,
2021/01/29,0100 UTC,25.5,25.1,
2021/01/29,0200 UTC,25.5,24.9,
2021/01/29,0300 UTC,25,24.1,
2021/01/29,0400 UTC,24.7,24.2,
2021/01/29,0500 UTC,24.4,24,
2021/01/29,0600 UTC,24,23.4,
2021/01/29,0700 UTC,23.5,23.2,
2021/01/29,0800 UTC,23.2,22.5,
2021/01/29,0900 UTC,22.7,22.2,
2021-01-29,1000 UTC,23.6,22.3,22.95
2021/01/29,1100 UTC,24.6,23.4,
2021/01/29,1200 UTC,24.9,23.9,
2021/01/29,1300 UTC,28.1,24.7,
2021/01/29,1400 UTC,29,27.7,
2021/01/29,1500 UTC,30.4,27.7,
2021/01/29,1600 UTC,31.1,29.4,
2021/01/29,1700 UTC,31.5,29.8,
2021/01/29,1800 UTC,31.4,29.9,
2021/01/29,1900 UTC,32.6,30.9,
2021/01/29,2000 UTC,32.1,30.6,
2021/01/29,2100 UTC,31.2,30,
2021/01/29,2200 UTC,30,28.4,
2021/01/29,2300 UTC,28.4,27.5,
2021/01/30,0000 UTC,27.5,27.1,
2021/01/30,0100 UTC,27.1,26.4,
2021/01/30,0200 UTC,26.5,25.8,
2021/01/30,0300 UTC,25.8,25.3,
2021/01/30,0400 UTC,25.3,24,
2021/01/30,0500 UTC,24.6,23.8,
2021/01/30,0600 UTC,23.9,23.5,
2021/01/30,0700 UTC,23.6,23.1,
2021/01/30,0800 UTC,23.2,22.7,
2021/01/30,0900 UTC,22.7,22.1,
2021-01-30,1000 UTC,24.1,22.3,23.2
2021/01/30,1100 UTC,27.3,23.4,
2021/01/30,1200 UTC,28.8,26.6,
2021/01/30,1300 UTC,30.2,28,
2021/01/30,1400 UTC,31.4,29.4,
2021/01/30,1500 UTC,32.2,30.5,
2021/01/30,1600 UTC,32.7,30.6,
2021/01/30,1700 UTC,32.9,31,
2021/01/30,1800 UTC,33.3,31.8,
2021/01/30,1900 UTC,34.1,31.5,
2021/01/30,2000 UTC,33.1,31.6,
2021/01/30,2100 UTC,31.9,30.4,
2021/01/30,2200 UTC,30.4,27.3,
2021/01/30,2300 UTC,27.3,26,
2021/01/31,0000 UTC,26.3,25.9,
2021/01/31,0100 UTC,26.2,25.6,
2021/01/31,0200 UTC,25.6,25,
2021/01/31,0300 UTC,25.1,24.7,
2021/01/31,0400 UTC,24.8,24.4,
2021/01/31,0500 UTC,24.6,24.3,
2021/01/31,0600 UTC,24.4,23.8,
2021/01/31,0700 UTC,24,23.5,
2021/01/31,0800 UTC,23.8,23.5,
2021/01/31,0900 UTC,23.6,23.3,
2021-01-31,1000 UTC,24.3,23.4,23.85
2021/01/31,1100 UTC,27,24.2,
2021/01/31,1200 UTC,29.1,26.2,
2021/01/31,1300 UTC,29.4,28.3,
2021/01/31,1400 UTC,31.3,29,
2021/01/31,1500 UTC,32.5,30.4,
2021/01/31,1600 UTC,32,30.6,
2021/01/31,1700 UTC,30.9,29.6,
2021/01/31,1800 UTC,31.4,29.8,
2021/01/31,1900 UTC,31.1,30.1,
2021/01/31,2000 UTC,30.5,29.7,
2021/01/31,2100 UTC,29.8,29.4,
2021/01/31,2200 UTC,29.4,28.5,
2021/01/31,2300 UTC,28.6,28,
2021/02/01,0000 UTC,28.4,27.6,
2021/02/01,0100 UTC,27.6,24.6,
2021/02/01,0200 UTC,25,23.8,
2021/02/01,0300 UTC,23.8,23.1,
2021/02/01,0400 UTC,23.3,22.6,
2021/02/01,0500 UTC,22.7,22.4,
2021/02/01,0600 UTC,22.6,21.8,
2021/02/01,0700 UTC,22.1,21.8,
2021/02/01,0800 UTC,22,21.8,
2021/02/01,0900 UTC,21.9,21.2,
2021-02-01,1000 UTC,21.7,21.2,21.45
2021/02/01,1100 UTC,24.1,21.7,
2021/02/01,1200 UTC,25.8,23.3,
2021/02/01,1300 UTC,27.1,24.9,
2021/02/01,1400 UTC,29.4,26.5,
2021/02/01,1500 UTC,30.1,28.6,
2021/02/01,1600 UTC,30.5,26.5,
2021/02/01,1700 UTC,26.5,24.7,
2021/02/01,1800 UTC,27,25.5,
2021/02/01,1900 UTC,27,26.1,
2021/02/01,2000 UTC,26.4,25.9,
2021/02/01,2100 UTC,26,25,
2021/02/01,2200 UTC,25.1,23.6,
2021/02/01,2300 UTC,24,23.4,
2021/02/02,0000 UTC,23.5,23.1,
2021/02/02,0100 UTC,23.3,23,
2021/02/02,0200 UTC,23.3,23.1,
2021/02/02,0300 UTC,23.4,23,
2021/02/02,0400 UTC,23,22.4,
2021/02/02,0500 UTC,22.4,21.8,
2021/02/02,0600 UTC,21.9,21.4,
2021/02/02,0700 UTC,21.4,21.1,
2021/02/02,0800 UTC,21.7,21.3,
2021/02/02,0900 UTC,21.7,21.2,
2021-02-02,1000 UTC,24,21.2,22.6
2021/02/02,1100 UTC,26.2,23.9,
2021/02/02,1200 UTC,27.2,24.9,
2021/02/02,1300 UTC,28.7,26.9,
2021/02/02,1400 UTC,30.3,27.1,
2021/02/02,1500 UTC,30.8,28.1,
2021/02/02,1600 UTC,31.7,29.2,
2021/02/02,1700 UTC,32.3,29.6,
2021/02/02,1800 UTC,29.7,19.7,
2021/02/02,1900 UTC,20.9,20,
2021/02/02,2000 UTC,22.5,20.9,
2021/02/02,2100 UTC,22.9,22.2,
2021/02/02,2200 UTC,22.8,22.2,
2021/02/02,2300 UTC,22.6,22.1,
2021/02/03,0000 UTC,22.9,22.6,
2021/02/03,0100 UTC,22.9,22.2,
2021/02/03,0200 UTC,22.4,21.7,
2021/02/03,0300 UTC,22,21.5,
2021/02/03,0400 UTC,21.6,21,
2021/02/03,0500 UTC,21.2,20.8,
2021/02/03,0600 UTC,20.9,20.7,
2021/02/03,0700 UTC,20.8,20.3,
2021/02/03,0800 UTC,20.3,19.7,
2021/02/03,0900 UTC,19.8,19.3,
2021-02-03,1000 UTC,21.8,19.2,20.5
2021/02/03,1100 UTC,23.4,21,
2021/02/03,1200 UTC,25.5,23.1,
2021/02/03,1300 UTC,28.1,24.9,
2021/02/03,1400 UTC,29.3,27.1,
2021/02/03,1500 UTC,30.6,27.6,
2021/02/03,1600 UTC,32.3,29.5,
2021/02/03,1700 UTC,32.4,30.5,
2021/02/03,1800 UTC,33.5,31.1,
2021/02/03,1900 UTC,33.7,29.5,
2021/02/03,2000 UTC,29.5,26.7,
2021/02/03,2100 UTC,26.7,25.6,
2021/02/03,2200 UTC,26.3,25.4,
2021/02/03,2300 UTC,25.4,24.9,
2021/02/04,0000 UTC,24.9,24.5,
2021/02/04,0100 UTC,24.5,23.9,
2021/02/04,0200 UTC,23.9,23.6,
2021/02/04,0300 UTC,23.6,23.2,
2021/02/04,0400 UTC,23.3,22.8,
2021/02/04,0500 UTC,23,22.7,
2021/02/04,0600 UTC,22.8,22.4,
2021/02/04,0700 UTC,22.4,22,
2021/02/04,0800 UTC,22.1,21.8,
2021/02/04,0900 UTC,22,21.7,
2021-02-04,1000 UTC,23.7,21.7,22.7
2021/02/04,1100 UTC,25,23.7,
2021/02/04,1200 UTC,26.2,25,
2021/02/04,1300 UTC,28.7,25.9,
2021/02/04,1400 UTC,29.4,27.5,
2021/02/04,1500 UTC,29.9,28.9,
2021/02/04,1600 UTC,31,29.7,
2021/02/04,1700 UTC,30.7,30,
2021/02/04,1800 UTC,31.4,30.1,
2021/02/04,1900 UTC,31.5,30.5,
2021/02/04,2000 UTC,31.1,29.5,
2021/02/04,2100 UTC,30,28.9,
2021/02/04,2200 UTC,28.9,28,
2021/02/04,2300 UTC,28,27.5,
2021/02/05,0000 UTC,27.6,27,
2021/02/05,0100 UTC,27,26.6,
2021/02/05,0200 UTC,26.7,26.1,
2021/02/05,0300 UTC,26.3,25.1,
2021/02/05,0400 UTC,25.1,24.7,
2021/02/05,0500 UTC,25.1,22.8,
2021/02/05,0600 UTC,22.8,21.6,
2021/02/05,0700 UTC,21.9,21.1,
2021/02/05,0800 UTC,21.2,19.6,
2021/02/05,0900 UTC,19.7,19.5,
2021-02-05,1000 UTC,20.2,19.4,19.8
2021/02/05,1100 UTC,22.6,20.2,
2021/02/05,1200 UTC,24.2,22.1,
2021/02/05,1300 UTC,24.8,23.2,
2021/02/05,1400 UTC,25.6,24.2,
2021/02/05,1500 UTC,26,24.3,
2021/02/05,1600 UTC,26.2,24.8,
2021/02/05,1700 UTC,27,25.7,
2021/02/05,1800 UTC,28.3,25.8,
2021/02/05,1900 UTC,26.7,21.5,
2021/02/05,2000 UTC,21.9,21.4,
2021/02/05,2100 UTC,22.1,21.7,
2021/02/05,2200 UTC,21.8,21.3,
2021/02/05,2300 UTC,21.5,20.6,
2021/02/06,0000 UTC,20.7,20.2,
2021/02/06,0100 UTC,20.3,20,
2021/02/06,0200 UTC,20.2,19.9,
2021/02/06,0300 UTC,20.2,19.9,
2021/02/06,0400 UTC,20.1,19.9,
2021/02/06,0500 UTC,20.1,19.9,
2021/02/06,0600 UTC,20,19.6,
2021/02/06,0700 UTC,19.7,19.4,
2021/02/06,0800 UTC,19.5,19.2,
2021/02/06,0900 UTC,19.4,19.2,
2021-02-06,1000 UTC,20.1,19.4,19.75
2021/02/06,1100 UTC,20.8,20.1,
2021/02/06,1200 UTC,22.9,20.3,
2021/02/06,1300 UTC,23.8,21.7,
2021/02/06,1400 UTC,25.4,22.8,
2021/02/06,1500 UTC,26.4,24,
2021/02/06,1600 UTC,26.7,25.2,
2021/02/06,1700 UTC,28,25.8,
2021/02/06,1800 UTC,27.2,24.9,
2021/02/06,1900 UTC,26.1,24.6,
2021/02/06,2000 UTC,24.6,22.4,
2021/02/06,2100 UTC,22.4,21.6,
2021/02/06,2200 UTC,21.7,21,
2021/02/06,2300 UTC,21,19.6,
2021/02/07,0000 UTC,19.9,19.7,
2021/02/07,0100 UTC,20,19.7,
2021/02/07,0200 UTC,19.8,19.5,
2021/02/07,0300 UTC,19.6,19.3,
2021/02/07,0400 UTC,19.3,19,
2021/02/07,0500 UTC,19.3,18.9,
2021/02/07,0600 UTC,19,18.5,
2021/02/07,0700 UTC,18.6,18.2,
2021/02/07,0800 UTC,18.3,17.8,
2021/02/07,0900 UTC,18.4,18.1,
2021-02-07,1000 UTC,18.9,18.2,18.55
2021/02/07,1100 UTC,21.5,18.8,
2021/02/07,1200 UTC,22.1,20.3,
2021/02/07,1300 UTC,23.4,21,
2021/02/07,1400 UTC,24.6,22.5,
2021/02/07,1500 UTC,25,23.4,
2021/02/07,1600 UTC,26.4,24,
2021/02/07,1700 UTC,26.1,23.6,
2021/02/07,1800 UTC,25.9,23.8,
2021/02/07,1900 UTC,25.8,23.3,
2021/02/07,2000 UTC,24.4,21.7,
2021/02/07,2100 UTC,22.9,20.6,
2021/02/07,2200 UTC,20.8,19.8,
2021/02/07,2300 UTC,20,19.4,
2021/02/08,0000 UTC,19.5,19.1,
2021/02/08,0100 UTC,19.1,18.8,
2021/02/08,0200 UTC,18.9,18.6,
2021/02/08,0300 UTC,18.7,18.4,
2021/02/08,0400 UTC,18.5,18,
2021/02/08,0500 UTC,18.1,17.6,
2021/02/08,0600 UTC,17.7,17.3,
2021/02/08,0700 UTC,17.6,17,
2021/02/08,0800 UTC,17.6,17,
2021/02/08,0900 UTC,18.1,17.6,
2021-02-08,1000 UTC,19.5,17.9,18.7
2021/02/08,1100 UTC,21.2,19.2,
2021/02/08,1200 UTC,22.2,20.1,
2021/02/08,1300 UTC,23.1,21.4,
2021/02/08,1400 UTC,24.9,22.2,
2021/02/08,1500 UTC,25,23.1,
2021/02/08,1600 UTC,26.6,23,
2021/02/08,1700 UTC,26.2,24,
2021/02/08,1800 UTC,26.1,24.3,
2021/02/08,1900 UTC,26.4,23.2,
2021/02/08,2000 UTC,23.5,21.8,
2021/02/08,2100 UTC,22.9,20.8,
2021/02/08,2200 UTC,20.8,19.9,
2021/02/08,2300 UTC,19.9,19.4,
2021/02/09,0000 UTC,19.4,18.8,
2021/02/09,0100 UTC,18.8,18.3,
2021/02/09,0200 UTC,18.5,18.3,
2021/02/09,0300 UTC,18.5,18.3,
2021/02/09,0400 UTC,18.5,18,
2021/02/09,0500 UTC,18.2,18,
2021/02/09,0600 UTC,18.3,17.9,
2021/02/09,0700 UTC,18.3,18.1,
2021/02/09,0800 UTC,18.2,17.8,
2021/02/09,0900 UTC,17.9,17.5,
2021-02-09,1000 UTC,18.7,17.5,18.1
2021/02/09,1100 UTC,20.9,18.7,
2021/02/09,1200 UTC,22,19.6,
2021/02/09,1300 UTC,22.7,21.3,
2021/02/09,1400 UTC,24.7,22.1,
2021/02/09,1500 UTC,26,23.5,
2021/02/09,1600 UTC,27,24.4,
2021/02/09,1700 UTC,27.1,24.7,
2021/02/09,1800 UTC,27.3,24.7,
2021/02/09,1900 UTC,24.8,23.5,
2021/02/09,2000 UTC,24.5,22.1,
2021/02/09,2100 UTC,22.1,20.9,
2021/02/09,2200 UTC,21.3,20.7,
2021/02/09,2300 UTC,20.8,20,
2021/02/10,0000 UTC,20.4,20,
2021/02/10,0100 UTC,20.3,19.3,
2021/02/10,0200 UTC,19.9,19.3,
2021/02/10,0300 UTC,19.8,19.1,
2021/02/10,0400 UTC,19.1,18.7,
2021/02/10,0500 UTC,18.9,18.5,
2021/02/10,0600 UTC,19.2,18.9,
2021/02/10,0700 UTC,19.1,18.3,
2021/02/10,0800 UTC,18.7,18.3,
2021/02/10,0900 UTC,18.8,18.6,
2021-02-10,1000 UTC,19.7,18.6,19.15
2021/02/10,1100 UTC,21.5,19.2,
2021/02/10,1200 UTC,22.7,20.9,
2021/02/10,1300 UTC,24.3,22.1,
2021/02/10,1400 UTC,26,23.5,
2021/02/10,1500 UTC,27,24.9,
2021/02/10,1600 UTC,27.8,25.6,
2021/02/10,1700 UTC,27.9,26.2,
2021/02/10,1800 UTC,28,25.9,
2021/02/10,1900 UTC,26.3,24.9,
2021/02/10,2000 UTC,26.3,23.2,
2021/02/10,2100 UTC,23.5,19.4,
2021/02/10,2200 UTC,19.6,18.6,
2021/02/10,2300 UTC,20.5,19.6,
2021/02/11,0000 UTC,20.6,20.3,
2021/02/11,0100 UTC,20.7,20.6,
2021/02/11,0200 UTC,20.6,20.4,
2021/02/11,0300 UTC,20.5,20.2,
2021/02/11,0400 UTC,20.2,19.7,
2021/02/11,0500 UTC,19.7,19.5,
2021/02/11,0600 UTC,19.6,19.4,
2021/02/11,0700 UTC,19.5,19.3,
2021/02/11,0800 UTC,19.4,19.1,
2021/02/11,0900 UTC,19.1,18.7,
2021-02-11,1000 UTC,19.7,18.7,19.2
2021/02/11,1100 UTC,20.3,19.7,
2021/02/11,1200 UTC,22.3,20.3,
2021/02/11,1300 UTC,24.3,21.5,
2021/02/11,1400 UTC,25,22.8,
2021/02/11,1500 UTC,26.2,24.4,
2021/02/11,1600 UTC,26.6,25.1,
2021/02/11,1700 UTC,25.4,18.8,
2021/02/11,1800 UTC,19.2,18.5,
2021/02/11,1900 UTC,19.8,19.2,
2021/02/11,2000 UTC,19.4,18.7,
2021/02/11,2100 UTC,18.7,18.2,
2021/02/11,2200 UTC,18.4,18.2,
2021/02/11,2300 UTC,18.6,18.3,
2021/02/12,0000 UTC,18.9,18.5,
2021/02/12,0100 UTC,19.1,18.7,
2021/02/12,0200 UTC,19.1,18.8,
2021/02/12,0300 UTC,18.9,18.7,
2021/02/12,0400 UTC,18.9,18.6,
2021/02/12,0500 UTC,18.6,18.2,
2021/02/12,0600 UTC,18.2,17.9,
2021/02/12,0700 UTC,18,17.9,
2021/02/12,0800 UTC,18,17.8,
2021/02/12,0900 UTC,17.9,17.8,
2021-02-12,1000 UTC,18.5,17.8,18.15
2021/02/12,1100 UTC,19.5,18.5,
2021/02/12,1200 UTC,20.2,19.3,
2021/02/12,1300 UTC,21.7,20.1,
2021/02/12,1400 UTC,23.7,21.2,
2021/02/12,1500 UTC,25.4,23.4,
2021/02/12,1600 UTC,25.4,24.5,
2021/02/12,1700 UTC,24.6,22.8,
2021/02/12,1800 UTC,25,24.3,
2021/02/12,1900 UTC,27,24.7,
2021/02/12,2000 UTC,25.5,24.8,
2021/02/12,2100 UTC,25,23.7,
2021/02/12,2200 UTC,23.7,22.7,
2021/02/12,2300 UTC,22.8,21.8,
2021/02/13,0000 UTC,21.9,21.5,
2021/02/13,0100 UTC,21.5,21.2,
2021/02/13,0200 UTC,21.2,20.8,
2021/02/13,0300 UTC,20.9,20.2,
2021/02/13,0400 UTC,20.5,20.3,
2021/02/13,0500 UTC,20.4,20,
2021/02/13,0600 UTC,20,19.3,
2021/02/13,0700 UTC,19.6,19.4,
2021/02/13,0800 UTC,19.7,19.5,
2021/02/13,0900 UTC,20.3,19.6,
2021-02-13,1000 UTC,20.5,20.2,20.35
2021/02/13,1100 UTC,20.5,19.2,
2021/02/13,1200 UTC,19.6,19.3,
2021/02/13,1300 UTC,20.9,19.5,
2021/02/13,1400 UTC,22.3,20.9,
2021/02/13,1500 UTC,22.9,21.7,
2021/02/13,1600 UTC,23,21.5,
2021/02/13,1700 UTC,21.6,20,
2021/02/13,1800 UTC,21.8,21.1,
2021/02/13,1900 UTC,21.8,21.6,
2021/02/13,2000 UTC,21.7,21.4,
2021/02/13,2100 UTC,21.5,21.2,
2021/02/13,2200 UTC,21.3,20.8,
2021/02/13,2300 UTC,20.9,20.6,
2021/02/14,0000 UTC,20.6,20.2,
2021/02/14,0100 UTC,20.3,19.8,
2021/02/14,0200 UTC,19.9,19.6,
2021/02/14,0300 UTC,19.7,19.3,
2021/02/14,0400 UTC,19.3,18.9,
2021/02/14,0500 UTC,19,18.7,
2021/02/14,0600 UTC,18.8,18.6,
2021/02/14,0700 UTC,18.6,18.4,
2021/02/14,0800 UTC,18.8,18.2,
2021/02/14,0900 UTC,18.3,18.2,
2021-02-14,1000 UTC,19.5,18.2,18.85
2021/02/14,1100 UTC,21.9,19.3,
2021/02/14,1200 UTC,23.1,21.8,
2021/02/14,1300 UTC,24.9,23,
2021/02/14,1400 UTC,25.5,24.3,
2021/02/14,1500 UTC,27.1,25.3,
2021/02/14,1600 UTC,28.1,26.1,
2021/02/14,1700 UTC,28.7,27,
2021/02/14,1800 UTC,28.1,27.3,
2021/02/14,1900 UTC,27.7,26.4,
2021/02/14,2000 UTC,26.5,25.8,
2021/02/14,2100 UTC,25.8,25.3,
2021/02/14,2200 UTC,25.3,24.7,
2021/02/14,2300 UTC,24.8,24.3,
2021/02/15,0000 UTC,24.4,24,
2021/02/15,0100 UTC,24,23.5,
2021/02/15,0200 UTC,23.6,22.9,
2021/02/15,0300 UTC,23,22.7,
2021/02/15,0400 UTC,22.8,22.2,
2021/02/15,0500 UTC,22.3,22.1,
2021/02/15,0600 UTC,22.2,21.8,
2021/02/15,0700 UTC,21.9,21.4,
2021/02/15,0800 UTC,21.5,20.9,
2021/02/15,0900 UTC,20.9,20.7,
2021-02-15,1000 UTC,21.3,20.8,21.05
2021/02/15,1100 UTC,22.1,21.3,
2021/02/15,1200 UTC,23.9,21.9,
2021/02/15,1300 UTC,25.1,23,
2021/02/15,1400 UTC,26.6,24.8,
2021/02/15,1500 UTC,27.1,25.9,
2021/02/15,1600 UTC,27.9,26.4,
2021/02/15,1700 UTC,29,27.1,
2021/02/15,1800 UTC,28.8,27.5,
2021/02/15,1900 UTC,28.8,27.6,
2021/02/15,2000 UTC,28.9,28,
2021/02/15,2100 UTC,28.1,26.7,
2021/02/15,2200 UTC,27.1,25.2,
2021/02/15,2300 UTC,25.2,24.2,
2021/02/16,0000 UTC,24.3,23.3,
2021/02/16,0100 UTC,23.3,22,
2021/02/16,0200 UTC,22,17.8,
2021/02/16,0300 UTC,19.7,19.1,
2021/02/16,0400 UTC,20,19.3,
2021/02/16,0500 UTC,19.7,19.2,
2021/02/16,0600 UTC,19.5,19,
2021/02/16,0700 UTC,19.6,19.3,
2021/02/16,0800 UTC,20.2,19,
2021/02/16,0900 UTC,20.4,20.1,
2021-02-16,1000 UTC,21.3,20.3,20.8
2021/02/16,1100 UTC,22.9,21.3,
2021/02/16,1200 UTC,24.6,22.9,
2021/02/16,1300 UTC,25.8,23.9,
2021/02/16,1400 UTC,26.3,24.9,
2021/02/16,1500 UTC,28,25.4,
2021/02/16,1600 UTC,28.4,26.6,
2021/02/16,1700 UTC,29.2,27.7,
2021/02/16,1800 UTC,29.4,28.3,
2021/02/16,1900 UTC,29.9,28,
2021/02/16,2000 UTC,29.9,28.4,
2021/02/16,2100 UTC,28.9,25.3,
2021/02/16,2200 UTC,25.4,22.9,
2021/02/16,2300 UTC,23.1,22.8,
2021/02/17,0000 UTC,22.9,22.6,
2021/02/17,0100 UTC,22.6,22,
2021/02/17,0200 UTC,22,21.4,
2021/02/17,0300 UTC,21.5,21.3,
2021/02/17,0400 UTC,21.4,21.2,
2021/02/17,0500 UTC,21.4,21.1,
2021/02/17,0600 UTC,21.2,20.4,
2021/02/17,0700 UTC,20.4,19.9,
2021/02/17,0800 UTC,20.1,20,
2021/02/17,0900 UTC,20,19.8,
2021-02-17,1000 UTC,20.3,19.9,20.1
2021/02/17,1100 UTC,22.2,20.3,
2021/02/17,1200 UTC,22.8,21.7,
2021/02/17,1300 UTC,24.4,22.6,
2021/02/17,1400 UTC,26.5,24.4,
2021/02/17,1500 UTC,28.4,26.2,
2021/02/17,1600 UTC,29.7,27.5,
2021/02/17,1700 UTC,29.4,26.4,
2021/02/17,1800 UTC,27.5,26.1,
2021/02/17,1900 UTC,26.7,22.4,
2021/02/17,2000 UTC,23.3,20.8,
2021/02/17,2100 UTC,21.8,18.8,
2021/02/17,2200 UTC,19.1,18.4,
2021/02/17,2300 UTC,19.1,18.8,
2021/02/18,0000 UTC,19.5,18.9,
2021/02/18,0100 UTC,19.6,19.2,
2021/02/18,0200 UTC,19.7,19.1,
2021/02/18,0300 UTC,19.5,19.1,
2021/02/18,0400 UTC,19.5,19.1,
2021/02/18,0500 UTC,19.2,19,
2021/02/18,0600 UTC,19.2,18.6,
2021/02/18,0700 UTC,18.8,18.4,
2021/02/18,0800 UTC,18.5,18.3,
2021/02/18,0900 UTC,18.5,18.1,
2021-02-18,1000 UTC,19,18.1,18.55
2021/02/18,1100 UTC,22.8,19,
2021/02/18,1200 UTC,23.9,22.5,
2021/02/18,1300 UTC,25.3,23.4,
2021/02/18,1400 UTC,27.2,25.3,
2021/02/18,1500 UTC,28.1,25.9,
2021/02/18,1600 UTC,28.4,26.7,
2021/02/18,1700 UTC,30,28.2,
2021/02/18,1800 UTC,30.1,28.3,
2021/02/18,1900 UTC,30.2,28.6,
2021/02/18,2000 UTC,30.5,28.6,
2021/02/18,2100 UTC,28.8,24,
2021/02/18,2200 UTC,24.1,21.6,
2021/02/18,2300 UTC,21.8,21.5,
2021/02/19,0000 UTC,21.8,21.5,
2021/02/19,0100 UTC,21.7,21.5,
2021/02/19,0200 UTC,21.6,21.2,
2021/02/19,0300 UTC,21.2,20.9,
2021/02/19,0400 UTC,21,20.8,
2021/02/19,0500 UTC,21,20.6,
2021/02/19,0600 UTC,20.6,20.1,
2021/02/19,0700 UTC,20.1,19.7,
2021/02/19,0800 UTC,19.7,19.5,
2021/02/19,0900 UTC,19.8,19.4,
2021-02-19,1000 UTC,19.8,19.6,19.7
2021/02/19,1100 UTC,21.3,19.7,
2021/02/19,1200 UTC,23.2,21.1,
2021/02/19,1300 UTC,24.6,22.5,
2021/02/19,1400 UTC,26.6,24.5,
2021/02/19,1500 UTC,28.4,26.4,
2021/02/19,1600 UTC,28.9,27.2,
2021/02/19,1700 UTC,29.9,28.2,
2021/02/19,1800 UTC,29.8,27.8,
2021/02/19,1900 UTC,28.5,25.9,
2021/02/19,2000 UTC,26.6,25.1,
2021/02/19,2100 UTC,25.7,23.9,
2021/02/19,2200 UTC,23.9,23,
2021/02/19,2300 UTC,23.2,22.1,
2021/02/20,0000 UTC,22.3,22,
2021/02/20,0100 UTC,22.2,21.5,
2021/02/20,0200 UTC,21.8,21.5,
2021/02/20,0300 UTC,21.8,21.1,
2021/02/20,0400 UTC,21.1,20.7,
2021/02/20,0500 UTC,20.8,20.4,
2021/02/20,0600 UTC,20.8,20.6,
2021/02/20,0700 UTC,20.8,20.2,
2021/02/20,0800 UTC,20.2,19.8,
2021/02/20,0900 UTC,19.8,19.5,
2021-02-20,1000 UTC,20.1,19.4,19.75
2021/02/20,1100 UTC,22.3,19.8,
2021/02/20,1200 UTC,23.8,21.8,
2021/02/20,1300 UTC,25.5,23.1,
2021/02/20,1400 UTC,27.3,24.9,
2021/02/20,1500 UTC,28.9,26.6,
2021/02/20,1600 UTC,29.2,26.9,
2021/02/20,1700 UTC,29.4,27.3,
2021/02/20,1800 UTC,28.1,26.7,
2021/02/20,1900 UTC,27.6,26.4,
2021/02/20,2000 UTC,27.2,25.6,
2021/02/20,2100 UTC,26.2,23.7,
2021/02/20,2200 UTC,23.8,22.5,
2021/02/20,2300 UTC,22.7,22,
2021/02/21,0000 UTC,22,21.8,
2021/02/21,0100 UTC,22,21.5,
2021/02/21,0200 UTC,21.7,21.4,
2021/02/21,0300 UTC,21.6,21.1,
2021/02/21,0400 UTC,21.3,21.1,
